)0+_06 Small-body initial data (WARNING: Do not delete this line!!)
style   Asteroid
063  d 3.0  m 1.11754741503e-08
064  d 3.0  m 1.11754741503e-08
065  d 3.0  m 1.11754741503e-08
066  d 3.0  m 1.11754741503e-08
067  d 3.0  m 1.11754741503e-08
068  d 3.0  m 1.11754741503e-08
069  d 3.0  m 1.11754741503e-08
070  d 3.0  m 1.01973334447e-08
071  d 3.0  m 1.01973334447e-08
072  d 3.0  m 1.01973334447e-08
073  d 3.0  m 1.01973334447e-08
074  d 3.0  m 1.01973334447e-08
075  d 3.0  m 1.01973334447e-08
076  d 3.0  m 1.01973334447e-08
077  d 3.0  m 1.01973334447e-08
078  d 3.0  m 1.01973334447e-08
079  d 3.0  m 1.01973334447e-08
080  d 3.0  m 1.40145694035e-08
081  d 3.0  m 1.40145694035e-08
082  d 3.0  m 1.40145694035e-08
083  d 3.0  m 1.40145694035e-08
084  d 3.0  m 1.40145694035e-08
085  d 3.0  m 1.40145694035e-08
086  d 3.0  m 1.40145694035e-08
087  d 3.0  m 1.40145694035e-08
088  d 3.0  m 1.40145694035e-08
089  d 3.0  m 1.40145694035e-08
090  d 3.0  m 1.6427677261e-08
091  d 3.0  m 1.6427677261e-08
092  d 3.0  m 1.6427677261e-08
093  d 3.0  m 1.6427677261e-08
094  d 3.0  m 1.6427677261e-08
095  d 3.0  m 1.6427677261e-08
096  d 3.0  m 1.6427677261e-08
097  d 3.0  m 1.6427677261e-08
098  d 3.0  m 1.6427677261e-08
099  d 3.0  m 1.6427677261e-08
100  d 3.0  m 1.43206259674e-08
101  d 3.0  m 1.43206259674e-08
102  d 3.0  m 1.43206259674e-08
103  d 3.0  m 1.43206259674e-08
104  d 3.0  m 1.43206259674e-08
105  d 3.0  m 1.43206259674e-08
106  d 3.0  m 1.43206259674e-08
107  d 3.0  m 1.43206259674e-08
108  d 3.0  m 1.43206259674e-08
109  d 3.0  m 1.43206259674e-08
110  d 3.0  m 1.68844573387e-08
111  d 3.0  m 1.68844573387e-08
112  d 3.0  m 1.68844573387e-08
113  d 3.0  m 1.68844573387e-08
114  d 3.0  m 1.68844573387e-08
115  d 3.0  m 1.68844573387e-08
116  d 3.0  m 1.68844573387e-08
117  d 3.0  m 1.68844573387e-08
118  d 3.0  m 1.68844573387e-08
119  d 3.0  m 1.68844573387e-08
120  d 3.0  m 1.08908382945e-08
121  d 3.0  m 1.08908382945e-08
122  d 3.0  m 1.08908382945e-08
123  d 3.0  m 1.08908382945e-08
124  d 3.0  m 1.08908382945e-08
125  d 3.0  m 1.08908382945e-08
126  d 3.0  m 1.08908382945e-08
127  d 3.0  m 1.08908382945e-08
128  d 3.0  m 1.08908382945e-08
129  d 3.0  m 1.08908382945e-08
130  d 3.0  m 1.25054272342e-08
131  d 3.0  m 1.25054272342e-08
132  d 3.0  m 1.25054272342e-08
133  d 3.0  m 1.25054272342e-08
134  d 3.0  m 1.25054272342e-08
135  d 3.0  m 1.25054272342e-08
136  d 3.0  m 1.25054272342e-08
137  d 3.0  m 1.25054272342e-08
138  d 3.0  m 1.25054272342e-08
139  d 3.0  m 1.25054272342e-08
140  d 3.0  m 1.37876810862e-08
141  d 3.0  m 1.37876810862e-08
142  d 3.0  m 1.37876810862e-08
143  d 3.0  m 1.37876810862e-08
144  d 3.0  m 1.37876810862e-08
145  d 3.0  m 1.37876810862e-08
146  d 3.0  m 1.37876810862e-08
147  d 3.0  m 1.37876810862e-08
148  d 3.0  m 1.37876810862e-08
149  d 3.0  m 1.37876810862e-08
150  d 3.0  m 1.71880373959e-08
151  d 3.0  m 1.71880373959e-08
152  d 3.0  m 1.71880373959e-08
153  d 3.0  m 1.71880373959e-08
154  d 3.0  m 1.71880373959e-08
155  d 3.0  m 1.71880373959e-08
156  d 3.0  m 1.71880373959e-08
157  d 3.0  m 1.71880373959e-08
158  d 3.0  m 1.71880373959e-08
159  d 3.0  m 1.71880373959e-08
160  d 3.0  m 1.75791147483e-08
161  d 3.0  m 1.75791147483e-08
162  d 3.0  m 1.75791147483e-08
163  d 3.0  m 1.75791147483e-08
164  d 3.0  m 1.75791147483e-08
165  d 3.0  m 1.75791147483e-08
166  d 3.0  m 1.75791147483e-08
167  d 3.0  m 1.75791147483e-08
168  d 3.0  m 1.75791147483e-08
169  d 3.0  m 1.75791147483e-08
170  d 3.0  m 2.41158371186e-08
171  d 3.0  m 2.41158371186e-08
172  d 3.0  m 2.41158371186e-08
173  d 3.0  m 2.41158371186e-08
174  d 3.0  m 2.41158371186e-08
175  d 3.0  m 2.41158371186e-08
176  d 3.0  m 2.41158371186e-08
177  d 3.0  m 2.41158371186e-08
178  d 3.0  m 2.41158371186e-08
179  d 3.0  m 2.41158371186e-08
180  d 3.0  m 2.52648986874e-08
181  d 3.0  m 2.52648986874e-08
182  d 3.0  m 2.52648986874e-08
183  d 3.0  m 2.52648986874e-08
184  d 3.0  m 2.52648986874e-08
185  d 3.0  m 2.52648986874e-08
186  d 3.0  m 2.52648986874e-08
187  d 3.0  m 2.52648986874e-08
188  d 3.0  m 2.52648986874e-08
189  d 3.0  m 2.52648986874e-08
190  d 3.0  m 2.80175781018e-08
191  d 3.0  m 2.80175781018e-08
192  d 3.0  m 2.80175781018e-08
193  d 3.0  m 2.80175781018e-08
194  d 3.0  m 2.80175781018e-08
195  d 3.0  m 2.80175781018e-08
196  d 3.0  m 2.80175781018e-08
197  d 3.0  m 2.80175781018e-08
198  d 3.0  m 2.80175781018e-08
199  d 3.0  m 2.80175781018e-08
200  d 3.0  m 2.55892322708e-08
201  d 3.0  m 2.55892322708e-08
202  d 3.0  m 2.55892322708e-08
203  d 3.0  m 2.55892322708e-08
204  d 3.0  m 2.55892322708e-08
205  d 3.0  m 2.55892322708e-08
206  d 3.0  m 2.55892322708e-08
207  d 3.0  m 2.55892322708e-08
208  d 3.0  m 2.55892322708e-08
209  d 3.0  m 2.55892322708e-08
210  d 3.0  m 2.27723459166e-08
211  d 3.0  m 2.27723459166e-08
212  d 3.0  m 2.27723459166e-08
213  d 3.0  m 2.27723459166e-08
214  d 3.0  m 2.27723459166e-08
215  d 3.0  m 2.27723459166e-08
216  d 3.0  m 2.27723459166e-08
217  d 3.0  m 2.27723459166e-08
218  d 3.0  m 2.27723459166e-08
219  d 3.0  m 2.27723459166e-08
220  d 3.0  m 2.51688353915e-08
221  d 3.0  m 2.51688353915e-08
222  d 3.0  m 2.51688353915e-08
223  d 3.0  m 2.51688353915e-08
224  d 3.0  m 2.51688353915e-08
225  d 3.0  m 2.51688353915e-08
226  d 3.0  m 2.51688353915e-08
227  d 3.0  m 2.51688353915e-08
228  d 3.0  m 2.51688353915e-08
229  d 3.0  m 2.51688353915e-08
230  d 3.0  m 3.34540300763e-08
231  d 3.0  m 3.34540300763e-08
232  d 3.0  m 3.34540300763e-08
233  d 3.0  m 3.34540300763e-08
234  d 3.0  m 3.34540300763e-08
235  d 3.0  m 3.34540300763e-08
236  d 3.0  m 3.34540300763e-08
237  d 3.0  m 3.34540300763e-08
238  d 3.0  m 3.34540300763e-08
239  d 3.0  m 3.34540300763e-08
240  d 3.0  m 3.30121964357e-08
241  d 3.0  m 3.30121964357e-08
242  d 3.0  m 3.30121964357e-08
243  d 3.0  m 3.30121964357e-08
244  d 3.0  m 3.30121964357e-08
245  d 3.0  m 3.30121964357e-08
246  d 3.0  m 3.30121964357e-08
247  d 3.0  m 3.30121964357e-08
248  d 3.0  m 3.30121964357e-08
249  d 3.0  m 3.30121964357e-08
250  d 3.0  m 3.01288263752e-08
251  d 3.0  m 3.01288263752e-08
252  d 3.0  m 3.01288263752e-08
253  d 3.0  m 3.01288263752e-08
254  d 3.0  m 3.01288263752e-08
255  d 3.0  m 3.01288263752e-08

256  d 3.0  m 3.01288263752e-08
257  d 3.0  m 3.01288263752e-08
258  d 3.0  m 3.01288263752e-08
259  d 3.0  m 3.01288263752e-08
260  d 3.0  m 3.59918868561e-08
261  d 3.0  m 3.59918868561e-08
262  d 3.0  m 3.59918868561e-08
263  d 3.0  m 3.59918868561e-08
264  d 3.0  m 3.59918868561e-08
265  d 3.0  m 3.59918868561e-08
266  d 3.0  m 3.59918868561e-08
267  d 3.0  m 3.59918868561e-08
268  d 3.0  m 3.59918868561e-08
269  d 3.0  m 3.59918868561e-08
270  d 3.0  m 2.93413826482e-08
271  d 3.0  m 2.93413826482e-08
272  d 3.0  m 2.93413826482e-08
273  d 3.0  m 2.93413826482e-08
274  d 3.0  m 2.93413826482e-08
275  d 3.0  m 2.93413826482e-08
276  d 3.0  m 2.93413826482e-08
277  d 3.0  m 2.93413826482e-08
278  d 3.0  m 2.93413826482e-08
279  d 3.0  m 2.93413826482e-08

280  d 3.0  m 5.18669853545e-08
281  d 3.0  m 5.18669853545e-08
282  d 3.0  m 5.18669853545e-08
283  d 3.0  m 5.18669853545e-08
284  d 3.0  m 5.18669853545e-08
285  d 3.0  m 5.18669853545e-08
286  d 3.0  m 5.18669853545e-08
287  d 3.0  m 5.18669853545e-08
288  d 3.0  m 5.18669853545e-08
289  d 3.0  m 5.18669853545e-08
290  d 3.0  m 3.60188309516e-08
291  d 3.0  m 3.60188309516e-08
292  d 3.0  m 3.60188309516e-08
293  d 3.0  m 3.60188309516e-08
294  d 3.0  m 3.60188309516e-08
295  d 3.0  m 3.60188309516e-08
296  d 3.0  m 3.60188309516e-08
297  d 3.0  m 3.60188309516e-08
298  d 3.0  m 3.60188309516e-08
299  d 3.0  m 3.60188309516e-08
300  d 3.0  m 5.32437709395e-08
301  d 3.0  m 5.32437709395e-08
302  d 3.0  m 5.32437709395e-08
303  d 3.0  m 5.32437709395e-08
304  d 3.0  m 5.32437709395e-08
305  d 3.0  m 5.32437709395e-08
306  d 3.0  m 5.32437709395e-08
307  d 3.0  m 5.32437709395e-08
308  d 3.0  m 5.32437709395e-08
309  d 3.0  m 5.32437709395e-08
310  d 3.0  m 4.89411076123e-08
311  d 3.0  m 4.89411076123e-08
312  d 3.0  m 4.89411076123e-08
313  d 3.0  m 4.89411076123e-08
314  d 3.0  m 4.89411076123e-08
315  d 3.0  m 4.89411076123e-08
316  d 3.0  m 4.89411076123e-08
317  d 3.0  m 4.89411076123e-08
318  d 3.0  m 4.89411076123e-08
319  d 3.0  m 4.89411076123e-08
320  d 3.0  m 6.26242327109e-08
321  d 3.0  m 6.26242327109e-08
322  d 3.0  m 6.26242327109e-08
323  d 3.0  m 6.26242327109e-08
324  d 3.0  m 6.26242327109e-08
325  d 3.0  m 6.26242327109e-08
326  d 3.0  m 6.26242327109e-08
327  d 3.0  m 6.26242327109e-08
328  d 3.0  m 6.26242327109e-08
329  d 3.0  m 6.26242327109e-08
330  d 3.0  m 4.53660162806e-08
331  d 3.0  m 4.53660162806e-08
332  d 3.0  m 4.53660162806e-08
333  d 3.0  m 4.53660162806e-08
334  d 3.0  m 4.53660162806e-08
335  d 3.0  m 4.53660162806e-08
336  d 3.0  m 4.53660162806e-08
337  d 3.0  m 4.53660162806e-08
338  d 3.0  m 4.53660162806e-08
339  d 3.0  m 4.53660162806e-08
340  d 3.0  m 7.19885333401e-08
341  d 3.0  m 7.19885333401e-08
342  d 3.0  m 7.19885333401e-08
343  d 3.0  m 7.19885333401e-08
344  d 3.0  m 7.19885333401e-08
345  d 3.0  m 7.19885333401e-08
346  d 3.0  m 7.19885333401e-08
347  d 3.0  m 7.19885333401e-08
348  d 3.0  m 7.19885333401e-08
349  d 3.0  m 7.19885333401e-08
350  d 3.0  m 5.0448858587e-08
351  d 3.0  m 5.0448858587e-08
352  d 3.0  m 5.0448858587e-08
353  d 3.0  m 5.0448858587e-08
354  d 3.0  m 5.0448858587e-08
355  d 3.0  m 5.0448858587e-08
356  d 3.0  m 5.0448858587e-08
357  d 3.0  m 5.0448858587e-08
358  d 3.0  m 5.0448858587e-08
359  d 3.0  m 5.0448858587e-08
360  d 3.0  m 8.04625518979e-08
361  d 3.0  m 8.04625518979e-08
362  d 3.0  m 8.04625518979e-08
363  d 3.0  m 8.04625518979e-08
364  d 3.0  m 8.04625518979e-08
365  d 3.0  m 8.04625518979e-08
366  d 3.0  m 8.04625518979e-08
367  d 3.0  m 8.04625518979e-08
368  d 3.0  m 8.04625518979e-08
369  d 3.0  m 8.04625518979e-08
